 frequency       v(finalp,finaln) v(finalp,finaln)
 3.80189396e+10  3.10635091e+00  3.20188917e+00 
 3.89045145e+10  3.26041762e+00  2.94848894e+00 
 3.98107171e+10  3.39445870e+00  2.68437856e+00 
 4.07380278e+10  3.50742613e+00  2.41136914e+00 
 4.16869383e+10  3.59845773e+00  2.13139714e+00 
 4.26579519e+10  3.66689440e+00  1.84650294e+00 
 4.36515832e+10  3.71229465e+00  1.55880680e+00 
 4.46683592e+10  3.73444595e+00  1.27048260e+00 
 4.57088190e+10  3.73337242e+00  9.83729758e-01 
 4.67735141e+10  3.70933876e+00  7.00743905e-01 
 4.78630092e+10  3.66284998e+00  4.23687005e-01 
 4.89778819e+10  3.59464702e+00  1.54657414e-01 
 5.01187234e+10  3.50569812e+00 -1.04339361e-01 
 5.12861384e+10  3.39718623e+00 -3.51418603e-01 
 5.24807460e+10  3.27049246e+00 -5.84842386e-01 
 5.37031796e+10  3.12717616e+00 -8.03043062e-01 
 5.49540874e+10  2.96895183e+00 -1.00464373e+00 
 5.62341325e+10  2.79766357e+00 -1.18847525e+00 
 5.75439937e+10  2.61525744e+00 -1.35358948e+00 
 5.88843655e+10  2.42375255e+00 -1.49926846e+00 
 6.02559586e+10  2.22521137e+00 -1.62502949e+00 
 6.16595002e+10  2.02170991e+00 -1.73062606e+00 
 6.30957344e+10  1.81530852e+00 -1.81604467e+00 
 6.45654229e+10  1.60802372e+00 -1.88149783e+00 
 6.60693448e+10  1.40180177e+00 -1.92741339e+00 
 6.76082975e+10  1.19849428e+00 -1.95442075e+00 
 6.91830971e+10  9.99836448e-01 -1.96333409e+00 
 7.07945784e+10  8.07428043e-01 -1.95513336e+00 
 7.24435960e+10  6.22717558e-01 -1.93094331e+00 
 7.41310241e+10  4.46989541e-01 -1.89201119e+00 
 7.58577575e+10  2.81355238e-01 -1.83968356e+00 
 7.76247117e+10  1.26746517e-01 -1.77538270e+00 
 7.94328235e+10 -1.60869997e-02 -1.70058311e+00 
 8.12830516e+10 -1.46577747e-01 -1.61678853e+00 
 8.31763771e+10 -2.64337168e-01 -1.52550983e+00 
 8.51138038e+10 -3.69150046e-01 -1.42824410e+00 
 8.70963590e+10 -4.60966492e-01 -1.32645537e+00 
 8.91250938e+10 -5.39891886e-01 -1.22155690e+00 
 9.12010839e+10 -6.06175097e-01 -1.11489560e+00 
 9.33254301e+10 -6.60195292e-01 -1.00773835e+00 
 9.54992586e+10 -7.02447658e-01 -9.01260576e-01 
 9.77237221e+10 -7.33528366e-01 -7.96536940e-01 
 1.00000000e+11 -7.54119064e-01 -6.94534258e-01 
