 frequency       v(finalp,finaln) v(finalp,finaln)
 5.12861384e+10 -1.75935031e+02  1.73616864e+02 
 5.24807460e+10 -1.31983344e+02  1.67507983e+02 
 5.37031796e+10 -9.51123388e+01  1.57362482e+02 
 5.49540874e+10 -6.47380311e+01  1.44603197e+02 
 5.62341325e+10 -4.01968652e+01  1.30364785e+02 
 5.75439937e+10 -2.07930626e+01  1.15530484e+02 
 5.88843655e+10 -5.83356477e+00  1.00768245e+02 
 6.02559586e+10  5.34709116e+00  8.65649019e+01 
 6.16595002e+10  1.33699525e+01  7.32576170e+01 
 6.30957344e+10  1.88011807e+01  6.10621695e+01 
 6.45654229e+10  2.21464984e+01  5.00979181e+01 
 6.60693448e+10  2.38493679e+01  4.04094549e+01 
 6.76082975e+10  2.42919225e+01  3.19850781e+01 
 6.91830971e+10  2.37978563e+01  2.47722929e+01 
 7.07945784e+10  2.26366321e+01  1.86905965e+01 
 7.24435960e+10  2.10284971e+01  1.36418270e+01 
 7.41310241e+10  1.91499105e+01  9.51836406e+00 
 7.58577575e+10  1.71390770e+01  6.20946805e+00 
 7.76247117e+10  1.51013614e+01  3.60602991e+00 
 7.94328235e+10  1.31144224e+01  1.60398776e+00 
 8.12830516e+10  1.12329567e+01  1.06645005e-01 
 8.31763771e+10  9.49298802e+00 -9.73899462e-01 
 8.51138038e+10  7.91566867e+00 -1.71602238e+00 
 8.70963590e+10  6.51058680e+00 -2.18838682e+00 
 8.91250938e+10  5.27859312e+00 -2.45015413e+00 
 9.12010839e+10  4.21417354e+00 -2.55148145e+00 
 9.33254301e+10  3.30740432e+00 -2.53420923e+00 
 9.54992586e+10  2.54553127e+00 -2.43266237e+00 
 9.77237221e+10  1.91421753e+00 -2.27450447e+00 
 1.00000000e+11  1.39850434e+00 -2.08159939e+00 
