 frequency       v(finalp,finaln) v(finalp,finaln)
 5.12861384e+10 -1.93080527e+02  1.97576909e+02 
 5.24807460e+10 -1.44016786e+02  1.89845666e+02 
 5.37031796e+10 -1.02971410e+02  1.77737091e+02 
 5.49540874e+10 -6.92590144e+01  1.62835177e+02 
 5.62341325e+10 -4.21111823e+01  1.46398513e+02 
 5.75439937e+10 -2.07288432e+01  1.29402702e+02 
 5.88843655e+10 -4.32070840e+00  1.12581753e+02 
 6.02559586e+10  7.86956430e+00  9.64670340e+01 
 6.16595002e+10  1.65451966e+01  8.14229751e+01 
 6.30957344e+10  2.23451752e+01  6.76790604e+01 
 6.45654229e+10  2.58385847e+01  5.53579786e+01 
 6.60693448e+10  2.75230520e+01  4.44999642e+01 
 6.76082975e+10  2.78262085e+01  3.50835041e+01 
 6.91830971e+10  2.71092824e+01  2.70426613e+01 
 7.07945784e+10  2.56721057e+01  2.02813206e+01 
 7.24435960e+10  2.37589738e+01  1.46846803e+01 
 7.41310241e+10  2.15649156e+01  1.01283258e+01 
 7.58577575e+10  1.92420410e+01  6.48521049e+00 
 7.76247117e+10  1.69057179e+01  3.63085801e+00 
 7.94328235e+10  1.46404036e+01  1.44707479e+00 
 8.12830516e+10  1.25050146e+01 -1.75560084e-01 
 8.31763771e+10  1.05377655e+01 -1.33619015e+00 
 8.51138038e+10  8.76044426e+00 -2.12295215e+00 
 8.70963590e+10  7.18212281e+00 -2.61284014e+00 
 8.91250938e+10  5.80231801e+00 -2.87200831e+00 
 9.12010839e+10  4.61363803e+00 -2.95638347e+00 
 9.33254301e+10  3.60395598e+00 -2.91248085e+00 
 9.54992586e+10  2.75815975e+00 -2.77833854e+00 
 9.77237221e+10  2.05952898e+00 -2.58450370e+00 
 1.00000000e+11  1.49079049e+00 -2.35502020e+00 
