 time            v(finalp)       v(finaln)      
 3.65050000e-10  2.35250261e+00  3.04243554e+00 
 3.66050000e-10  2.35453418e+00  3.05138585e+00 
 3.67050000e-10  2.35699871e+00  3.05953247e+00 
 3.68050000e-10  2.35959186e+00  3.06685393e+00 
 3.69050000e-10  2.36206424e+00  3.07333487e+00 
 3.70050000e-10  2.36420383e+00  3.07898642e+00 
 3.71050000e-10  2.36583029e+00  3.08385387e+00 
 3.72050000e-10  2.36679577e+00  3.08801400e+00 
 3.73050000e-10  2.36699209e+00  3.09156608e+00 
 3.74050000e-10  2.36635978e+00  3.09461921e+00 
 3.75050000e-10  2.36489061e+00  3.09728103e+00 
 3.76050000e-10  2.36262315e+00  3.09965164e+00 
 3.77050000e-10  2.35963725e+00  3.10182021e+00 
 3.78050000e-10  2.35604553e+00  3.10386170e+00 
 3.79050000e-10  2.35198305e+00  3.10583573e+00 
 3.80050000e-10  2.34759699e+00  3.10778645e+00 
 3.81050000e-10  2.34303741e+00  3.10974289e+00 
 3.82050000e-10  2.33844933e+00  3.11171976e+00 
 3.83050000e-10  2.33396621e+00  3.11371881e+00 
 3.84050000e-10  2.32970501e+00  3.11573078e+00 
 3.85050000e-10  2.32576259e+00  3.11773777e+00 
 3.86050000e-10  2.32221364e+00  3.11971587e+00 
 3.87050000e-10  2.31910910e+00  3.12163799e+00 
 3.88050000e-10  2.31647931e+00  3.12347614e+00 
 3.89050000e-10  2.31433281e+00  3.12520221e+00 
 3.90050000e-10  2.31265924e+00  3.12679183e+00 
 3.91050000e-10  2.31143299e+00  3.12822451e+00 
 3.92050000e-10  2.31061653e+00  3.12948417e+00 
 3.93050000e-10  2.31016379e+00  3.13055948e+00 
 3.94050000e-10  2.31002333e+00  3.13144410e+00 
 3.95050000e-10  2.31014126e+00  3.13213654e+00 
 3.96050000e-10  2.31046375e+00  3.13264000e+00 
 3.97050000e-10  2.31093907e+00  3.13296203e+00 
 3.98050000e-10  2.31151914e+00  3.13311409e+00 
 3.99000000e-10  2.31212835e+00  3.13311445e+00 
 3.99100000e-10  2.31219561e+00  3.13310564e+00 
 3.99300000e-10  2.31233044e+00  3.13308490e+00 
 3.99650000e-10  2.31256687e+00  3.13303652e+00 
 4.00000000e-10  2.31280292e+00  3.13297317e+00 
 4.00070000e-10  2.31285003e+00  3.13295846e+00 
 4.00210000e-10  2.31294409e+00  3.13292775e+00 
 4.00490000e-10  2.31313113e+00  3.13285977e+00 
 4.01050000e-10  2.31349859e+00  3.13269961e+00 
 4.02050000e-10  2.31412139e+00  3.13234455e+00 
 4.03050000e-10  2.31468698e+00  3.13192019e+00 
 4.04050000e-10  2.31518392e+00  3.13144925e+00 
 4.05050000e-10  2.31560668e+00  3.13095285e+00 
 4.06050000e-10  2.31595670e+00  3.13044807e+00 
 4.07050000e-10  2.31624882e+00  3.12994326e+00 
 4.08050000e-10  2.31652223e+00  3.12942588e+00 
 4.09050000e-10  2.31685713e+00  3.12884465e+00 
 4.10050000e-10  2.31739775e+00  3.12808507e+00 
 4.11050000e-10  2.31838093e+00  3.12693919e+00 
